stop_id,stop_name,stop_lat,stop_lon
984,Sanatorium,53.1865015494692,17.9462433283182
985,Brdyujście,53.1323590716929,18.1371715679966
986,Tatrzańskie,53.1693883212523,18.1634753516499
987,Błonie,53.1146516929534,17.9607100847275
992,Zajezdnia Tramwajowa     ,53.1161075297961,18.0658258008956
995,Pileckiego - Żeglarska,53.1388168233468,17.9782842826446
997,Pileckiego - Kmicica,53.13882001246,17.9881993345653
998,Pileckiego - Kmicica,53.1389342142523,17.985799583889
999,Pileckiego - Rynkowska,53.1386348102229,17.9934205326539
1000,Pileckiego - Rynkowska,53.1386727347958,17.9919127687113
1001,Pileckiego - Cmentarz,53.1390280916769,17.9981586004828
1002,Wyzwolenia - Komisariat,53.1718119344389,18.163983057408
1003,Wyzwolenia - Komisariat,53.1716344109785,18.1638951518163
1004,Podmiejska - Kruszyńska,53.1439468560503,17.914193449703
1006,Chemiczna - Szczerby,53.1058562841592,18.0949679730432
1007,Chemiczna - Energetyczna,53.1068528974924,18.0894954352502
1008,Chemiczna - Energetyczna,53.1067796018314,18.0898936595091
1009,Chemiczna - Eurogaz,53.105872055138,18.0749449013425
1010,Chemiczna - Eurogaz,53.1057171457366,18.0725877382724
1011,Chemiczna - Szczerby,53.1055823896513,18.0954713105635
1012,Stroma - Kossaka,53.1147526168504,17.9872463386946
1014,Stroma - Kossaka,53.1156679289769,17.9866073541505
1016,Bielicka - Solskiego,53.1130007109795,17.9914739640835
1017,Inwalidów - Harcerska,53.1288581732029,18.0832702791216
1018,Inwalidów - R.O.D.-Wyczólkowskiego,53.129101830337,18.0776809258597
1019,Inwalidów - R.O.D.-Makrum,53.1301384206668,18.0702791448141
1020,Dworzec Bielawy (Inwalidów),53.1323831480943,18.0546942543137
1021,Łowicka - Szkoła,53.1305499341875,18.1252722954616
1022,Łowicka - Szkoła,53.1311423817856,18.1249714184542
1023,Witebska - Wschodnia,53.1293328451054,18.1322261877769
1024,Witebska - Wschodnia,53.1296917510625,18.1329400984677
1027,Wyszogrodzka - Opalowa,53.1354515489199,18.1416439721451
1028,Wyszogrodzka - Opalowa,53.1351121376937,18.141215435265
1029,Białe Błota - Kapliczna,53.0967896217109,17.9050274369066
1030,Białe Błota - Sosnowa,53.095254157863,17.8938690354062
1031,Kruszyn Krajeński - Jasiniecka,53.0903279627756,17.8915814910242
1032,Lipniki - Akacjowa,53.0885330361434,17.8847694527654
1033,Kruszyn Krajeński - Słoneczna,53.0864458998671,17.8796113104942
1034,Lipniki - Wierzbowa,53.0872042799289,17.8802295458465
1035,Kruszyn Krajeński - Łąkowa,53.0850681200956,17.8748594256234
1036,Murowaniec - Strusia,53.0882905484333,17.8534462856593
1037,Murowaniec - Kalinowskiego,53.0937887769394,17.8540343813936
1038,Strzyżawa,53.1359947840428,18.1854696046127
1039,Strzyżawa,53.1363707310509,18.1858713019674
1040,Ostromecko Wybudowanie,53.1398618553816,18.2045552758757
1041,Ostromecko,53.1463586756059,18.2084198748636
1042,Ostromecko,53.1461669777562,18.2085252369069
1043,Lisi Ogon - Bydgoska - Spokojna 1,53.1272023966138,17.8839517470615
1044,Podkowa,53.1762064125924,18.0140735363086
1045,Jeździecka - Dżokejowa,53.1762229240659,18.0187446025702
1046,Jeździecka - Dżokejowa,53.1762209105903,18.0191785233195
1047,Jeździecka - Hipiczna,53.1755996387798,18.0326504939123
1048,Jeździecka - Hipiczna,53.1756099778382,18.0329505737698
1049,Jeździecka - Ogród Botaniczny,53.1757030083136,18.0451557028445
1050,Jeździecka - Ogród Botaniczny,53.1755307282797,18.0455625829002
1051,Jeździecka - Gdańska,53.1727781124714,18.0515636396752
1052,Gdańska - Jeździecka,53.1718757081544,18.051334924579
1055,Las Gdański,53.1496955888568,18.0257824666143
1056,Modrzewiowa - Gdańska,53.1454309140303,18.0255123624664
1057,Modrzewiowa - Gdańska,53.1451430094729,18.0262249972489
1058,Leśne,53.1433897853684,18.0311568682188
1059,Błonie,53.1146319452066,17.961142161022
1060,Garbary,53.1256791506958,17.9929530200356
1062,Garbary,53.1254438014356,17.9937289994259
1063,Srebrna - Stalowa,53.1426615054877,17.9064491313148
1064,Srebrna - Spiżowa,53.1435874165446,17.9031466204746
1065,Spiżowa - Ołowiana,53.1472133583038,17.9052759475053
1066,Flisacka - Grunwaldzka,53.1367022584997,17.9574270364426
1067,Dworzec Zachód,53.1360580585359,17.9464219047842
1068,Dworzec Zachód,53.1359997582567,17.9465973531442
1069,Mińska - Studzienna,53.1363666318055,17.9393999409829
1070,Mińska - Studzienna,53.1362380015362,17.9406023820617
1071,Mińska - Plonowa,53.1373009286649,17.9332429906761
1072,Mińska - Plonowa,53.1371713397046,17.9337575370725
1073,Kruszyńska - Krańcowa,53.1416653489188,17.9247169447337
1074,Kruszyńska - Krańcowa,53.1415933312122,17.9250859296872
1075,Kruszyńska - Sowia,53.1430413716045,17.9192170521137
1076,Kruszyńska - Sowia,53.1427725975993,17.9195427928349
1079,Skarżyńskiego - Twardzickiego,53.1564152732198,18.1548604590534
1080,Skarżyńskiego - Twardzickiego,53.1567024910327,18.1548815364119
1081,Bajka,53.1526456662709,18.154239781968
1082,Skarżyńskiego - Kwiatkowskiego,53.1546493331882,18.1560025324576
1084,Cmentarna - Glinki,53.1091002225837,18.0173704158753
1085,Cmentarna - Glinki,53.1090089408907,18.0174237978633
1086,Cmentarna - Gniewkowska,53.1041652549084,18.0169350736008
1087,Cmentarna - Gniewkowska,53.1047000791895,18.0171219588257
1088,Cmentarna - Dobrzyńska,53.100024952249,18.0170784321686
1089,Cmentarna - Dobrzyńska,53.1005519352091,18.0172199260107
1090,Wąbrzeska,53.0949915706671,18.0180406703579
1091,Rondo Toruńskie,53.116882893428,18.0345368877669
1092,Toruńska - Perłowa,53.1156631425774,18.0453171485235
1093,Torunska - Łuczniczki,53.1149251232774,18.0481496140717
1094,Toruńska - Łuczniczki,53.1151613719355,18.0484054825091
1095,Park Przemysłowy - Paciorkiewicza,53.0916046083009,18.0559409469045
1096,Park Przemysłowy - Paciorkiewicza,53.0907060807302,18.0548614455489
1097,Park Przemysłowy - Raczkowskiego,53.0952638230852,18.0577242966089
1098,Park Przemysłowy - Raczkowskiego,53.0954111224892,18.0572417392714
1099,Park Przemyslowy - Biurowiec,53.0945517624461,18.0654721430404
1100,Nowotoruńska - Hutnicza,53.1038537737923,18.1069277569848
1101,Nowotoruńska - Prezydenta Lecha Kaczyńskiego,53.1135648773608,18.0608470935448
1102,Nowotoruńska - Prezydenta Lecha Kaczyńskiego,53.1139241113107,18.0577189946567
1103,Smoleńska - Kielecka,53.1130490484759,18.0836028947448
1104,Kielecka - Smoleńska,53.1131968408327,18.0831053150333
1105,Smoleńska - Budowlana,53.112398759468,18.0885631407995
1106,Smoleńska - Pińczowska,53.1116637167678,18.0919329345239
1107,Smoleńska - Pińczowska,53.1119639749934,18.0928362826129
1108,Objazdowa - Nowotoruńska,53.1100314888599,18.0910685008626
1109,Objazdowa - Nowotoruńska,53.1096291117475,18.0909798412673
